Customer Name,Customer Email,Store Name,Date of Purchase,Product Name,Quantity,Price per Unit
Maria Martinez,cathymunoz@example.com,ABC Foodmart - DUMBO,2/15/2024 8:37,Bread,2,25.7
Maria Martinez,cathymunoz@example.com,ABC Foodmart - DUMBO,2/15/2024 8:37,Croissant,1,68.63
Maria Martinez,cathymunoz@example.com,ABC Foodmart - DUMBO,2/15/2024 8:37,Cough Syrup,4,125.41
Maria Martinez,cathymunoz@example.com,ABC Foodmart - DUMBO,2/15/2024 8:37,Pasta,6,21.99
Maria Martinez,cathymunoz@example.com,ABC Foodmart - DUMBO,2/15/2024 8:37,Lettuce,1,97.86
Maria Martinez,cathymunoz@example.com,ABC Foodmart - DUMBO,2/15/2024 8:37,Soda,2,31.92
Maria Martinez,cathymunoz@example.com,ABC Foodmart - DUMBO,2/15/2024 8:37,Apples,6,39.31
Maria Martinez,cathymunoz@example.com,ABC Foodmart - DUMBO,2/15/2024 8:37,Rice,4,136.72
Maria Martinez,cathymunoz@example.com,ABC Foodmart - DUMBO,2/15/2024 8:37,Carrots,8,50.78
Maria Martinez,cathymunoz@example.com,ABC Foodmart - DUMBO,2/15/2024 8:37,Roses,5,138.99
Maria Martinez,cathymunoz@example.com,ABC Foodmart - DUMBO,2/15/2024 8:37,Bagel,2,103.14
Maria Martinez,cathymunoz@example.com,ABC Foodmart - DUMBO,2/15/2024 8:37,Ham,8,90.67
Maria Martinez,cathymunoz@example.com,ABC Foodmart - DUMBO,2/15/2024 8:37,Cheese,4,166.78
Maria Martinez,cathymunoz@example.com,ABC Foodmart - DUMBO,2/15/2024 8:37,Ice Cream,7,1.45
Maria Martinez,cathymunoz@example.com,ABC Foodmart - DUMBO,2/15/2024 8:37,Juice,5,130.65
Manuel Mcdowell,bendermelissa@example.net,ABC Foodmart - Bay Ridge,5/29/2023 13:10,Apples,2,9.42
Manuel Mcdowell,bendermelissa@example.net,ABC Foodmart - Bay Ridge,5/29/2023 13:10,Band-Aids,6,73.92
Manuel Mcdowell,bendermelissa@example.net,ABC Foodmart - Bay Ridge,5/29/2023 13:10,Beans,10,44.2
Manuel Mcdowell,bendermelissa@example.net,ABC Foodmart - Bay Ridge,5/29/2023 13:10,Band-Aids,2,117.61
Manuel Mcdowell,bendermelissa@example.net,ABC Foodmart - Bay Ridge,5/29/2023 13:10,Band-Aids,6,167.34
Manuel Mcdowell,bendermelissa@example.net,ABC Foodmart - Bay Ridge,5/29/2023 13:10,Frozen Vegetables,3,46.18
Manuel Mcdowell,bendermelissa@example.net,ABC Foodmart - Bay Ridge,5/29/2023 13:10,Band-Aids,5,158.1
Manuel Mcdowell,bendermelissa@example.net,ABC Foodmart - Bay Ridge,5/29/2023 13:10,Soda,10,148.12
Manuel Mcdowell,bendermelissa@example.net,ABC Foodmart - Bay Ridge,5/29/2023 13:10,Croissant,3,29.24
Manuel Mcdowell,bendermelissa@example.net,ABC Foodmart - Bay Ridge,5/29/2023 13:10,Beans,1,116.73
Manuel Mcdowell,bendermelissa@example.net,ABC Foodmart - Bay Ridge,5/29/2023 13:10,Frozen Vegetables,3,119.67
Manuel Mcdowell,bendermelissa@example.net,ABC Foodmart - Bay Ridge,5/29/2023 13:10,Lettuce,9,73.76
Manuel Mcdowell,bendermelissa@example.net,ABC Foodmart - Bay Ridge,5/29/2023 13:10,Milk,2,100.22
Manuel Mcdowell,bendermelissa@example.net,ABC Foodmart - Bay Ridge,5/29/2023 13:10,Yogurt,4,46.34
Manuel Mcdowell,bendermelissa@example.net,ABC Foodmart - Bay Ridge,5/29/2023 13:10,Lobster,10,187.26
Manuel Mcdowell,bendermelissa@example.net,ABC Foodmart - Bay Ridge,5/29/2023 13:10,Apples,3,119.75
Manuel Mcdowell,bendermelissa@example.net,ABC Foodmart - Bay Ridge,5/29/2023 13:10,Cheese,2,77.76
Manuel Mcdowell,bendermelissa@example.net,ABC Foodmart - Bay Ridge,5/29/2023 13:10,Yogurt,9,115.1
Manuel Mcdowell,bendermelissa@example.net,ABC Foodmart - Bay Ridge,5/29/2023 13:10,Chicken Breast,8,164.57
Michael Morris,sandraarnold@example.org,ABC Foodmart - DUMBO,9/5/2023 8:14,Rice,1,10.84
Michael Morris,sandraarnold@example.org,ABC Foodmart - DUMBO,9/5/2023 8:14,Turkey Breast,9,40.92
Michael Morris,sandraarnold@example.org,ABC Foodmart - DUMBO,9/5/2023 8:14,Soda,9,73.05
Michael Morris,sandraarnold@example.org,ABC Foodmart - DUMBO,9/5/2023 8:14,Lobster,8,8.61
Brittany Newman,weberkelly@example.net,ABC Foodmart - Bay Ridge,10/14/2023 14:00,Lobster,5,172.91
Brittany Newman,weberkelly@example.net,ABC Foodmart - Bay Ridge,10/14/2023 14:00,Shrimp,8,30.09
Brittany Newman,weberkelly@example.net,ABC Foodmart - Bay Ridge,10/14/2023 14:00,Juice,4,93.69
Brittany Newman,weberkelly@example.net,ABC Foodmart - Bay Ridge,10/14/2023 14:00,Chicken Breast,10,67.72
Brittany Newman,weberkelly@example.net,ABC Foodmart - Bay Ridge,10/14/2023 14:00,Bread,5,65.02
Bobby Johnson,christopher72@example.net,ABC Foodmart - Staten Island,1/8/2024 0:05,Soda,6,13.56
Bobby Johnson,christopher72@example.net,ABC Foodmart - Staten Island,1/8/2024 0:05,Bagel,8,35.23
Bobby Johnson,christopher72@example.net,ABC Foodmart - Staten Island,1/8/2024 0:05,Salmon Fillet,6,33.06
Bobby Johnson,christopher72@example.net,ABC Foodmart - Staten Island,1/8/2024 0:05,Juice,9,10.59
Bobby Johnson,christopher72@example.net,ABC Foodmart - Staten Island,1/8/2024 0:05,Sunflowers,3,133.48
Bobby Johnson,christopher72@example.net,ABC Foodmart - Staten Island,1/8/2024 0:05,Salmon Fillet,4,180.87
Bobby Johnson,christopher72@example.net,ABC Foodmart - Staten Island,1/8/2024 0:05,Yogurt,4,104.73
Bobby Johnson,christopher72@example.net,ABC Foodmart - Staten Island,1/8/2024 0:05,Beef Steak,7,144.19
Bobby Johnson,christopher72@example.net,ABC Foodmart - Staten Island,1/8/2024 0:05,Frozen Vegetables,1,173.24
Bobby Johnson,christopher72@example.net,ABC Foodmart - Staten Island,1/8/2024 0:05,Sunflowers,8,14.28
Bobby Johnson,christopher72@example.net,ABC Foodmart - Staten Island,1/8/2024 0:05,Sunflowers,8,80.74
Bobby Johnson,christopher72@example.net,ABC Foodmart - Staten Island,1/8/2024 0:05,Aspirin,1,108
Bobby Johnson,christopher72@example.net,ABC Foodmart - Staten Island,1/8/2024 0:05,Beans,6,163.39
Bobby Johnson,christopher72@example.net,ABC Foodmart - Staten Island,1/8/2024 0:05,Water,1,158.91
Bobby Johnson,christopher72@example.net,ABC Foodmart - Staten Island,1/8/2024 0:05,Carrots,5,146.31
Bobby Johnson,christopher72@example.net,ABC Foodmart - Staten Island,1/8/2024 0:05,Ham,1,6.67
Bobby Johnson,christopher72@example.net,ABC Foodmart - Staten Island,1/8/2024 0:05,Rice,3,108.15
Bobby Johnson,christopher72@example.net,ABC Foodmart - Staten Island,1/8/2024 0:05,Pasta,1,117.02
Bobby Johnson,christopher72@example.net,ABC Foodmart - Staten Island,1/8/2024 0:05,Rice,1,107.53
Bobby Johnson,christopher72@example.net,ABC Foodmart - Staten Island,1/8/2024 0:05,Aspirin,3,16.47
Derek Johnson,jpeck@example.com,ABC Foodmart - DUMBO,4/23/2023 23:46,Water,6,5.87
Derek Johnson,jpeck@example.com,ABC Foodmart - DUMBO,4/23/2023 23:46,Bagel,6,33.32
Derek Johnson,jpeck@example.com,ABC Foodmart - DUMBO,4/23/2023 23:46,Tulips,8,26.79
Derek Johnson,jpeck@example.com,ABC Foodmart - DUMBO,4/23/2023 23:46,Ice Cream,1,85.84
Derek Johnson,jpeck@example.com,ABC Foodmart - DUMBO,4/23/2023 23:46,Croissant,4,14.76
Justin Moore,michelle28@example.org,ABC Foodmart - Whitestone,4/19/2023 11:37,Pasta,1,13.88
Justin Moore,michelle28@example.org,ABC Foodmart - Whitestone,4/19/2023 11:37,Chicken Breast,2,35.92
Justin Moore,michelle28@example.org,ABC Foodmart - Whitestone,4/19/2023 11:37,Cough Syrup,9,114.26
Justin Moore,michelle28@example.org,ABC Foodmart - Whitestone,4/19/2023 11:37,Aspirin,10,64.6
Justin Moore,michelle28@example.org,ABC Foodmart - Whitestone,4/19/2023 11:37,Rice,4,39.82
Justin Moore,michelle28@example.org,ABC Foodmart - Whitestone,4/19/2023 11:37,Croissant,3,145.99
Justin Moore,michelle28@example.org,ABC Foodmart - Whitestone,4/19/2023 11:37,Lettuce,4,36.28
Justin Moore,michelle28@example.org,ABC Foodmart - Whitestone,4/19/2023 11:37,Chicken Breast,7,113.26
Justin Moore,michelle28@example.org,ABC Foodmart - Whitestone,4/19/2023 11:37,Carrots,4,30.3
Justin Moore,michelle28@example.org,ABC Foodmart - Whitestone,4/19/2023 11:37,Milk,9,146.16
Justin Moore,michelle28@example.org,ABC Foodmart - Whitestone,4/19/2023 11:37,Aspirin,8,181.39
Justin Moore,michelle28@example.org,ABC Foodmart - Whitestone,4/19/2023 11:37,Apples,4,137.72
Justin Moore,michelle28@example.org,ABC Foodmart - Whitestone,4/19/2023 11:37,Beef Steak,5,4.03
Justin Moore,michelle28@example.org,ABC Foodmart - Whitestone,4/19/2023 11:37,Water,8,96.63
Justin Moore,michelle28@example.org,ABC Foodmart - Whitestone,4/19/2023 11:37,Shrimp,1,18.35
Justin Moore,michelle28@example.org,ABC Foodmart - Whitestone,4/19/2023 11:37,Band-Aids,2,3.93
Justin Moore,michelle28@example.org,ABC Foodmart - Whitestone,4/19/2023 11:37,Lettuce,7,2.17
Justin Moore,michelle28@example.org,ABC Foodmart - Whitestone,4/19/2023 11:37,Rice,10,115.12
Laura Wallace,perezmary@example.net,ABC Foodmart - Staten Island,8/31/2023 7:58,Bagel,9,92.94
Laura Wallace,perezmary@example.net,ABC Foodmart - Staten Island,8/31/2023 7:58,Juice,5,129.64
Laura Wallace,perezmary@example.net,ABC Foodmart - Staten Island,8/31/2023 7:58,Carrots,3,33.12
Laura Wallace,perezmary@example.net,ABC Foodmart - Staten Island,8/31/2023 7:58,Carrots,5,42.9
Laura Wallace,perezmary@example.net,ABC Foodmart - Staten Island,8/31/2023 7:58,Soda,1,19.73
Laura Wallace,perezmary@example.net,ABC Foodmart - Staten Island,8/31/2023 7:58,Pork Loin,7,53.72
Laura Wallace,perezmary@example.net,ABC Foodmart - Staten Island,8/31/2023 7:58,Ice Cream,7,101.13
Laura Wallace,perezmary@example.net,ABC Foodmart - Staten Island,8/31/2023 7:58,Rice,5,40.53
Laura Wallace,perezmary@example.net,ABC Foodmart - Staten Island,8/31/2023 7:58,Chicken Breast,5,86.28
Laura Wallace,perezmary@example.net,ABC Foodmart - Staten Island,8/31/2023 7:58,Roast Beef,3,102.12
Laura Wallace,perezmary@example.net,ABC Foodmart - Staten Island,8/31/2023 7:58,Croissant,9,103.33
Laura Wallace,perezmary@example.net,ABC Foodmart - Staten Island,8/31/2023 7:58,Croissant,4,147.41
Laura Wallace,perezmary@example.net,ABC Foodmart - Staten Island,8/31/2023 7:58,Rice,4,120.68
Laura Wallace,perezmary@example.net,ABC Foodmart - Staten Island,8/31/2023 7:58,Turkey Breast,9,28.61
Stephen Roberts,mark02@example.org,ABC Foodmart - Tribeca,11/27/2023 2:28,Pork Loin,7,90.48
Stephen Roberts,mark02@example.org,ABC Foodmart - Tribeca,11/27/2023 2:28,Frozen Pizza,3,29.57
Stephen Roberts,mark02@example.org,ABC Foodmart - Tribeca,11/27/2023 2:28,Pork Loin,1,154.46
Stephen Roberts,mark02@example.org,ABC Foodmart - Tribeca,11/27/2023 2:28,Ham,2,101.21
Stephen Roberts,mark02@example.org,ABC Foodmart - Tribeca,11/27/2023 2:28,Juice,8,20.29
Stephen Roberts,mark02@example.org,ABC Foodmart - Tribeca,11/27/2023 2:28,Roses,10,148.49
Stephen Roberts,mark02@example.org,ABC Foodmart - Tribeca,11/27/2023 2:28,Frozen Vegetables,4,88.73
Ronald Turner,sheila48@example.net,ABC Foodmart - DUMBO,4/15/2023 22:09,Salmon Fillet,10,16.93
Ronald Turner,sheila48@example.net,ABC Foodmart - DUMBO,4/15/2023 22:09,Cheese,6,161.03
Ronald Turner,sheila48@example.net,ABC Foodmart - DUMBO,4/15/2023 22:09,Ham,6,179.47
Carly Douglas,kathymorgan@example.com,ABC Foodmart - Whitestone,6/9/2023 14:37,Chicken Breast,10,9.13
Carly Douglas,kathymorgan@example.com,ABC Foodmart - Whitestone,6/9/2023 14:37,Sunflowers,3,127.72
Carly Douglas,kathymorgan@example.com,ABC Foodmart - Whitestone,6/9/2023 14:37,Lettuce,8,137.89
Carly Douglas,kathymorgan@example.com,ABC Foodmart - Whitestone,6/9/2023 14:37,Roses,4,165.95
Carly Douglas,kathymorgan@example.com,ABC Foodmart - Whitestone,6/9/2023 14:37,Ham,1,181.06
Carly Douglas,kathymorgan@example.com,ABC Foodmart - Whitestone,6/9/2023 14:37,Water,9,13.19
Carly Douglas,kathymorgan@example.com,ABC Foodmart - Whitestone,6/9/2023 14:37,Turkey Breast,9,113.81
Carly Douglas,kathymorgan@example.com,ABC Foodmart - Whitestone,6/9/2023 14:37,Pork Loin,7,136.28
Carly Douglas,kathymorgan@example.com,ABC Foodmart - Whitestone,6/9/2023 14:37,Bread,2,4.58
Carly Douglas,kathymorgan@example.com,ABC Foodmart - Whitestone,6/9/2023 14:37,Soda,1,38.58
Carly Douglas,kathymorgan@example.com,ABC Foodmart - Whitestone,6/9/2023 14:37,Turkey Breast,10,96.92
Carly Douglas,kathymorgan@example.com,ABC Foodmart - Whitestone,6/9/2023 14:37,Lobster,1,63.91
Carly Douglas,kathymorgan@example.com,ABC Foodmart - Whitestone,6/9/2023 14:37,Apples,6,1.75
Carly Douglas,kathymorgan@example.com,ABC Foodmart - Whitestone,6/9/2023 14:37,Juice,7,160.4
Carly Douglas,kathymorgan@example.com,ABC Foodmart - Whitestone,6/9/2023 14:37,Soda,10,110.08
Leah Suarez,danielmartin@example.org,ABC Foodmart - DUMBO,12/28/2023 1:05,Lettuce,2,99.53
Leah Suarez,danielmartin@example.org,ABC Foodmart - DUMBO,12/28/2023 1:05,Cough Syrup,7,67.8
Renee Anderson,vicki12@example.com,ABC Foodmart - Tribeca,10/22/2023 12:53,Yogurt,3,3.17
Renee Anderson,vicki12@example.com,ABC Foodmart - Tribeca,10/22/2023 12:53,Yogurt,9,1.22
Renee Anderson,vicki12@example.com,ABC Foodmart - Tribeca,10/22/2023 12:53,Beans,7,59.95
Renee Anderson,vicki12@example.com,ABC Foodmart - Tribeca,10/22/2023 12:53,Roses,1,42.39
Renee Anderson,vicki12@example.com,ABC Foodmart - Tribeca,10/22/2023 12:53,Soda,9,76.17
Renee Anderson,vicki12@example.com,ABC Foodmart - Tribeca,10/22/2023 12:53,Chicken Breast,8,114.14
Jacqueline Yates,brendadecker@example.net,ABC Foodmart - Whitestone,12/3/2023 6:45,Yogurt,2,169.1
Jacqueline Yates,brendadecker@example.net,ABC Foodmart - Whitestone,12/3/2023 6:45,Roast Beef,6,3.37
Jacqueline Yates,brendadecker@example.net,ABC Foodmart - Whitestone,12/3/2023 6:45,Aspirin,8,117.65
Jacqueline Yates,brendadecker@example.net,ABC Foodmart - Whitestone,12/3/2023 6:45,Yogurt,7,112.87
Jacqueline Yates,brendadecker@example.net,ABC Foodmart - Whitestone,12/3/2023 6:45,Sunflowers,7,36.31
Jacqueline Yates,brendadecker@example.net,ABC Foodmart - Whitestone,12/3/2023 6:45,Aspirin,7,28.63
Jacqueline Yates,brendadecker@example.net,ABC Foodmart - Whitestone,12/3/2023 6:45,Ham,1,113.38
Jacqueline Yates,brendadecker@example.net,ABC Foodmart - Whitestone,12/3/2023 6:45,Bagel,5,23
Jacqueline Yates,brendadecker@example.net,ABC Foodmart - Whitestone,12/3/2023 6:45,Croissant,1,96.2
Jacqueline Yates,brendadecker@example.net,ABC Foodmart - Whitestone,12/3/2023 6:45,Water,6,92.73
Jacqueline Yates,brendadecker@example.net,ABC Foodmart - Whitestone,12/3/2023 6:45,Roast Beef,3,32.57
Jacqueline Yates,brendadecker@example.net,ABC Foodmart - Whitestone,12/3/2023 6:45,Cough Syrup,5,78.04
Jacqueline Yates,brendadecker@example.net,ABC Foodmart - Whitestone,12/3/2023 6:45,Tulips,9,112.64
Jacqueline Yates,brendadecker@example.net,ABC Foodmart - Whitestone,12/3/2023 6:45,Ice Cream,7,62.57
Jacqueline Yates,brendadecker@example.net,ABC Foodmart - Whitestone,12/3/2023 6:45,Rice,1,77.38
Jacqueline Yates,brendadecker@example.net,ABC Foodmart - Whitestone,12/3/2023 6:45,Roses,6,150.23
Alexander Krause,elizabeth53@example.org,ABC Foodmart - DUMBO,6/15/2023 18:15,Milk,10,98.67
Alexander Krause,elizabeth53@example.org,ABC Foodmart - DUMBO,6/15/2023 18:15,Beans,7,34.76
Alexander Krause,elizabeth53@example.org,ABC Foodmart - DUMBO,6/15/2023 18:15,Cough Syrup,2,124.03
Alexander Krause,elizabeth53@example.org,ABC Foodmart - DUMBO,6/15/2023 18:15,Ham,10,14.61
Alexander Krause,elizabeth53@example.org,ABC Foodmart - DUMBO,6/15/2023 18:15,Tulips,4,108.81
Alexander Krause,elizabeth53@example.org,ABC Foodmart - DUMBO,6/15/2023 18:15,Tulips,5,81.41
